source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,parallax_over_error,phot_bp_mean_mag,phot_rp_mean_mag
138766304526019456,47.085432444587155,36.33934944944662,0.18266139042465704,0.32199305611170237,-0.4003052433647841,19.14445,1.2254715,0.5603474,19.738716,18.513245
138766441964974976,47.04027439624306,36.346953855547056,0.5331243788850344,0.6272107501024233,1.0799605962348664,19.858383,1.6836166,0.85544664,20.591595,18.907978
138801802431232256,45.70042964322856,35.60185728641708,0.43953449465960986,0.5430363747688414,-1.8885298715761514,19.20964,1.5335102,1.4285244,19.931293,18.397783
138801802431548288,45.70644071660482,35.60241599393337,0.8382625348597645,1.469344309606658,-0.48074728983915416,20.695816,1.1796474,0.7423364,21.306992,20.127344
138802042949380480,45.727234604937294,35.65322040437503,0.5003963462268174,-0.38460936977528476,0.8688742657306414,19.051878,1.3896618,1.8867177,19.71476,18.325098
138802313532885120,45.70289072342254,35.669808600668844,0.3155201372843821,0.681529496979435,-2.0017270770463025,19.046345,1.4347191,1.1796004,19.728083,18.293364
138823685288427648,45.93741530622585,35.71230913605628,0.7380358614304373,4.688199762714152,0.1548047214873482,17.168484,1.5187664,6.714361,17.875221,16.356455
138823930102906496,45.98208652333863,35.72135204596728,0.1083837309402699,-0.1258519135548753,-1.1516771568929463,20.042902,1.1400013,0.13840345,20.566673,19.426672
138823994528500480,45.97196140982065,35.73126503330289,,,,20.73128,1.627552,,21.23488,19.607328
138825094040088832,45.84590299583406,35.69132667753537,,,,20.931026,1.7962246,,21.391945,19.59572
138825575074004096,45.76942152037577,35.6818512961837,1.164475376650641,-0.9958233037211396,-3.2815374469204217,19.12353,2.3319416,3.7158256,20.31923,17.987288
138826640225929472,45.885848379954815,35.71728117805602,0.6496584569328023,2.8214035772653627,-3.104872960437292,19.123383,1.6229248,1.9419279,19.89847,18.275545
138827091198834688,45.932884458650946,35.74323580248263,0.15358154462749574,-0.3020747430460742,0.4106920793280613,17.55646,1.3697319,1.2834225,18.176367,16.806635
138828087631000576,45.84290217774832,35.79391654367823,1.6123593869940145,2.617485257771303,-14.911835188545275,17.489676,2.3397026,13.746236,18.773512,16.43381
138828396868634880,45.89266182598813,35.81890083430159,0.33442167225546676,2.5172752646684002,-7.378710631080923,17.184086,1.2399769,3.6318543,17.723948,16.48397
138828637386795904,45.89789755286525,35.8450089067186,2.472466915326054,24.585445919928468,-6.6009601449319835,16.11452,1.9826689,42.868042,17.111961,15.1292925
138828667450614528,45.86963844295219,35.83860674929133,1.0795201315876994,-3.81300099894002,-9.161846227966972,18.72214,2.420782,4.600671,20.038,17.617218
138829114127123072,46.02997573793436,35.745406625632015,0.35728427308244964,0.6989956240457836,-2.3222967918377972,17.464676,1.3877125,2.8734155,18.09393,16.706217
138829805618148864,46.092596256715396,35.81532972158837,-1.1219664712124575,11.904185494992001,-4.287651860754753,19.657331,1.1592216,-2.6201413,20.069317,18.910095
138830557236220288,46.092294079077455,35.828120466984686,-7.815198346910329E-4,0.24930640537668042,-1.2564989761317915,18.655493,1.1712971,-0.0030648427,19.226278,18.054981
138830660315415296,46.03895257629804,35.807351397500106,-0.45269920605395203,5.03756906419355,-2.5461827206042793,20.200087,1.6358624,-0.5979067,20.799744,19.163881
138831008208993408,46.1350438397674,35.79721648960049,0.5958058439371288,0.8559612517333673,-1.9885214475087785,17.543821,1.3900642,5.337168,18.175629,16.785564
